Market,Month,Year,Maize.price,Beans.price,Latitude,Longitude
Tharaka Nithi,January,2017,45,NA,-0.15708,37.97344
Tharaka Nithi,February,2017,50,NA,-0.15708,37.97344
Tharaka Nithi,March,2017,50,NA,-0.15708,37.97344
Tharaka Nithi,April,2017,50,NA,-0.15708,37.97344
Tharaka Nithi,May,2017,55,NA,-0.15708,37.97344
Tharaka Nithi,June,2017,56,NA,-0.15708,37.97344
Tharaka Nithi,July,2017,56,NA,-0.15708,37.97344
Tharaka Nithi,August,2017,50,NA,-0.15708,37.97344
Tharaka Nithi,September,2017,52,NA,-0.15708,37.97344
Tharaka Nithi,October,2017,42,NA,-0.15708,37.97344
Tharaka Nithi,November,2017,43,NA,-0.15708,37.97344
Tharaka Nithi,December,2017,41,NA,-0.15708,37.97344
Turkana,January,2017,87,140,3.70367,34.87184
Turkana,February,2017,82,131,3.70367,34.87184
Turkana,March,2017,91,140,3.70367,34.87184
Turkana,April,2017,93,155,3.70367,34.87184
Turkana,May,2017,98,175,3.70367,34.87184
Turkana,June,2017,100,180,3.70367,34.87184
Turkana,July,2017,91,166,3.70367,34.87184
Turkana,August,2017,88,150,3.70367,34.87184
Turkana,September,2017,87,156,3.70367,34.87184
Turkana,October,2017,81,146,3.70367,34.87184
Turkana,November,2017,80,146,3.70367,34.87184
Turkana,December,2017,81,146,3.70367,34.87184
Wajir,January,2017,52,NA,1.75047,40.0595
Wajir,February,2017,54,NA,1.75047,40.0595
Wajir,March,2017,54,NA,1.75047,40.0595
Wajir,April,2017,53.8,NA,1.75047,40.0595
Wajir,May,2017,57,NA,1.75047,40.0595
Wajir,June,2017,54,NA,1.75047,40.0595
Wajir,July,2017,56,NA,1.75047,40.0595
Wajir,August,2017,56.1,NA,1.75047,40.0595
Wajir,September,2017,54.5,NA,1.75047,40.0595
Wajir,October,2017,58,NA,1.75047,40.0595
Wajir,November,2017,52,NA,1.75047,40.0595
Wajir,December,2017,50,NA,1.75047,40.0595
West Pokot,January,2017,41,98,1.25225,35.09099
West Pokot,February,2017,47,103,1.25225,35.09099
West Pokot,March,2017,50,110,1.25225,35.09099
West Pokot,April,2017,58,116,1.25225,35.09099
West Pokot,May,2017,63,126,1.25225,35.09099
West Pokot,June,2017,65,127,1.25225,35.09099
West Pokot,July,2017,62,102,1.25225,35.09099
West Pokot,August,2017,52,88,1.25225,35.09099
West Pokot,September,2017,47,87,1.25225,35.09099
West Pokot,October,2017,40,88,1.25225,35.09099
West Pokot,November,2017,38,100,1.25225,35.09099
West Pokot,December,2017,36,103,1.25225,35.09099
Baringo,January,2016,41,108,0.46975,35.97937
Baringo,February,2016,39,97,0.46975,35.97937
Baringo,March,2016,40,96,0.46975,35.97937
Baringo,April,2016,44,101,0.46975,35.97937
Baringo,May,2016,43,97,0.46975,35.97937
Baringo,June,2016,39,90,0.46975,35.97937
Baringo,July,2016,41,103,0.46975,35.97937
Baringo,August,2016,44,94,0.46975,35.97937
Baringo,September,2016,44,90,0.46975,35.97937
Baringo,October,2016,43,98,0.46975,35.97937
Baringo,November,2016,48,123,0.46975,35.97937
Baringo,December,2016,48,106,0.46975,35.97937
Embu,January,2016,28,60,-0.87239,37.23352
Embu,February,2016,21,63,-0.87239,37.23352
Embu,March,2016,19,70,-0.87239,37.23352
Embu,April,2016,21,70,-0.87239,37.23352
Embu,May,2016,23,72,-0.87239,37.23352
Embu,June,2016,29,76,-0.87239,37.23352
Embu,July,2016,24,52,-0.87239,37.23352
Embu,August,2016,27,63,-0.87239,37.23352
Embu,September,2016,24,65,-0.87239,37.23352
Embu,October,2016,34,71,-0.87239,37.23352
Embu,November,2016,38,75,-0.87239,37.23352
Embu,December,2016,37,75,-0.87239,37.23352
Garissa,January,2016,50,NA,-0.45671,39.64047
Garissa,February,2016,50,NA,-0.45671,39.64047
Garissa,March,2016,50,NA,-0.45671,39.64047
Garissa,April,2016,50,NA,-0.45671,39.64047
Garissa,May,2016,51,NA,-0.45671,39.64047
Garissa,June,2016,50,NA,-0.45671,39.64047
Garissa,July,2016,50,NA,-0.45671,39.64047
Garissa,August,2016,50,NA,-0.45671,39.64047
Garissa,September,2016,50,NA,-0.45671,39.64047
Garissa,October,2016,55,NA,-0.45671,39.64047
Garissa,November,2016,55,NA,-0.45671,39.64047
Garissa,December,2016,55,NA,-0.45671,39.64047
Isiolo,January,2016,50,90,0.35,37.5833
Isiolo,February,2016,42,88,0.35,37.5833
Isiolo,March,2016,42,86,0.35,37.5833
Isiolo,April,2016,43,87,0.35,37.5833
Isiolo,May,2016,45,87,0.35,37.5833
Isiolo,June,2016,45,86,0.35,37.5833
Isiolo,July,2016,46,86,0.35,37.5833
Isiolo,August,2016,46,86,0.35,37.5833
Isiolo,September,2016,52,88,0.35,37.5833
Isiolo,October,2016,52,88,0.35,37.5833
Isiolo,November,2016,52,90,0.35,37.5833
Isiolo,December,2016,53,90,0.35,37.5833
Kajiado,January,2016,48,73,-1.84592,36.78918
Kajiado,February,2016,48,73,-1.84592,36.78918
Kajiado,March,2016,48,79,-1.84592,36.78918
Kajiado,April,2016,47,83,-1.84592,36.78918
Kajiado,May,2016,47,83,-1.84592,36.78918
Kajiado,June,2016,45,80,-1.84592,36.78918
Kajiado,July,2016,44,80,-1.84592,36.78918
Kajiado,August,2016,44,83,-1.84592,36.78918
Kajiado,September,2016,43,87,-1.84592,36.78918
Kajiado,October,2016,46,92,-1.84592,36.78918
Kajiado,November,2016,48,94,-1.84592,36.78918
Kajiado,December,2016,48,94,-1.84592,36.78918
Kilifi,January,2016,38,90,-3.6333,39.85
Kilifi,February,2016,39,87,-3.6333,39.85
Kilifi,March,2016,39,84,-3.6333,39.85
Kilifi,April,2016,38,85,-3.6333,39.85
Kilifi,May,2016,38,86,-3.6333,39.85
Kilifi,June,2016,44,83,-3.6333,39.85
Kilifi,July,2016,40,89,-3.6333,39.85
Kilifi,August,2016,39,88,-3.6333,39.85
Kilifi,September,2016,42,88,-3.6333,39.85
Kilifi,October,2016,42,92,-3.6333,39.85
Kilifi,November,2016,42,92,-3.6333,39.85
Kilifi,December,2016,43,96,-3.6333,39.85
Kitui,January,2016,32.5,76,-1.36648,38.01201
Kitui,February,2016,32,76.5,-1.36648,38.01201
Kitui,March,2016,29.5,73.5,-1.36648,38.01201
Kitui,April,2016,29.5,73.5,-1.36648,38.01201
Kitui,May,2016,28.5,75.5,-1.36648,38.01201
Kitui,June,2016,29.5,75.5,-1.36648,38.01201
Kitui,July,2016,32.5,78,-1.36648,38.01201
Kitui,August,2016,33,75.5,-1.36648,38.01201
Kitui,September,2016,34,77,-1.36648,38.01201
Kitui,October,2016,34,77.5,-1.36648,38.01201
Kitui,November,2016,35,77.5,-1.36648,38.01201
Kitui,December,2016,35,76.5,-1.36648,38.01201
Kwale,January,2016,37.35,NA,-4.28178,39.56682
Kwale,February,2016,39.65,NA,-4.28178,39.56682
Kwale,March,2016,39.8,NA,-4.28178,39.56682
Kwale,April,2016,41,NA,-4.28178,39.56682
Kwale,May,2016,41.9,NA,-4.28178,39.56682
Kwale,June,2016,41.7,NA,-4.28178,39.56682
Kwale,July,2016,41.5,NA,-4.28178,39.56682
Kwale,August,2016,39.3,NA,-4.28178,39.56682
Kwale,September,2016,41.8,NA,-4.28178,39.56682
Kwale,October,2016,43.2,NA,-4.28178,39.56682
Kwale,November,2016,45.7,NA,-4.28178,39.56682
Kwale,December,2016,40.8,NA,-4.28178,39.56682
Laikipia,January,2016,36,NA,-0.7182,36.43624
Laikipia,February,2016,37,NA,-0.7182,36.43624
Laikipia,March,2016,36,NA,-0.7182,36.43624
Laikipia,April,2016,37,NA,-0.7182,36.43624
Laikipia,May,2016,36,NA,-0.7182,36.43624
Laikipia,June,2016,37,NA,-0.7182,36.43624
Laikipia,July,2016,36,NA,-0.7182,36.43624
Laikipia,August,2016,35,NA,-0.7182,36.43624
Laikipia,September,2016,34,NA,-0.7182,36.43624
Laikipia,October,2016,32,NA,-0.7182,36.43624
Laikipia,November,2016,29,NA,-0.7182,36.43624
Laikipia,December,2016,30,NA,-0.7182,36.43624
Lamu,January,2016,30.1,90,-2.26754,40.90106
Lamu,February,2016,30,92.13,-2.26754,40.90106
Lamu,March,2016,32.5,91.67,-2.26754,40.90106
Lamu,April,2016,36.26,93.8,-2.26754,40.90106
Lamu,May,2016,36.27,94.38,-2.26754,40.90106
Lamu,June,2016,45,87,-2.26754,40.90106
Lamu,July,2016,35,79.82,-2.26754,40.90106
Lamu,August,2016,30,82,-2.26754,40.90106
Lamu,September,2016,36.88,83,-2.26754,40.90106
Lamu,October,2016,37,83,-2.26754,40.90106
Lamu,November,2016,38,84,-2.26754,40.90106
Lamu,December,2016,40.5,84,-2.26754,40.90106
Makueni,January,2016,35,79,-1.54214,37.25674
Makueni,February,2016,33,72,-1.54214,37.25674
Makueni,March,2016,28,68,-1.54214,37.25674
Makueni,April,2016,23,73,-1.54214,37.25674
Makueni,May,2016,26,72,-1.54214,37.25674
Makueni,June,2016,27,78,-1.54214,37.25674
Makueni,July,2016,28,78,-1.54214,37.25674
Makueni,August,2016,31,74,-1.54214,37.25674
Makueni,September,2016,32,79,-1.54214,37.25674
Makueni,October,2016,33,80,-1.54214,37.25674
Makueni,November,2016,32,87,-1.54214,37.25674
Makueni,December,2016,38,83,-1.54214,37.25674
Mandera,January,2016,60,NA,3.93842,41.85732
Mandera,February,2016,61,NA,3.93842,41.85732
Mandera,March,2016,62,NA,3.93842,41.85732
Mandera,April,2016,62,NA,3.93842,41.85732
Mandera,May,2016,65,NA,3.93842,41.85732
Mandera,June,2016,66,NA,3.93842,41.85732
Mandera,July,2016,66,NA,3.93842,41.85732
Mandera,August,2016,64,NA,3.93842,41.85732
Mandera,September,2016,61,NA,3.93842,41.85732
Mandera,October,2016,63,NA,3.93842,41.85732
Mandera,November,2016,65,NA,3.93842,41.85732
Mandera,December,2016,66,NA,3.93842,41.85732
Marsabit,January,2016,43.3,77,2.33806,37.99164
Marsabit,February,2016,43,75,2.33806,37.99164
Marsabit,March,2016,44,78,2.33806,37.99164
Marsabit,April,2016,43.2,79,2.33806,37.99164
Marsabit,May,2016,43,80,2.33806,37.99164
Marsabit,June,2016,43.9,78,2.33806,37.99164
Marsabit,July,2016,42.4,75,2.33806,37.99164
Marsabit,August,2016,42.7,77,2.33806,37.99164
Marsabit,September,2016,43.3,76,2.33806,37.99164
Marsabit,October,2016,46.5,85,2.33806,37.99164
Marsabit,November,2016,45.8,81,2.33806,37.99164
Marsabit,December,2016,45.5,80,2.33806,37.99164
Meru,January,2016,30,57,0.04998,37.65001
Meru,February,2016,27,52,0.04998,37.65001
Meru,March,2016,17,60,0.04998,37.65001
Meru,April,2016,17,60,0.04998,37.65001
Meru,May,2016,20,62,0.04998,37.65001
Meru,June,2016,20,60,0.04998,37.65001
Meru,July,2016,27,42,0.04998,37.65001
Meru,August,2016,31,55,0.04998,37.65001
Meru,September,2016,34,61,0.04998,37.65001
Meru,October,2016,36.1,58.8,0.04998,37.65001
Meru,November,2016,35,74,0.04998,37.65001
Meru,December,2016,34.5,77.5,0.04998,37.65001
Narok,January,2016,43,86,-1.08869,35.87149
Narok,February,2016,40,85,-1.08869,35.87149
Narok,March,2016,40,81,-1.08869,35.87149
Narok,April,2016,41,83,-1.08869,35.87149
Narok,May,2016,41,87,-1.08869,35.87149
Narok,June,2016,41,85,-1.08869,35.87149
Narok,July,2016,38,75,-1.08869,35.87149
Narok,August,2016,43,84,-1.08869,35.87149
Narok,September,2016,43,84,-1.08869,35.87149
Narok,October,2016,45,85,-1.08869,35.87149
Narok,November,2016,50,85,-1.08869,35.87149
Narok,December,2016,47,88,-1.08869,35.87149
Nyeri,January,2016,37.5,82,-0.4193,36.9517
Nyeri,February,2016,36,76,-0.4193,36.9517
Nyeri,March,2016,34,70,-0.4193,36.9517
Nyeri,April,2016,33,69,-0.4193,36.9517
Nyeri,May,2016,29,65,-0.4193,36.9517
Nyeri,June,2016,31,86,-0.4193,36.9517
Nyeri,July,2016,36,85,-0.4193,36.9517
Nyeri,August,2016,37,78,-0.4193,36.9517
Nyeri,September,2016,40.5,77.3,-0.4193,36.9517
Nyeri,October,2016,38,78,-0.4193,36.9517
Nyeri,November,2016,40,76,-0.4193,36.9517
Nyeri,December,2016,39,78,-0.4193,36.9517
Samburu,January,2016,50,NA,1.1,36.7
Samburu,February,2016,48,NA,1.1,36.7
Samburu,March,2016,49.1,NA,1.1,36.7
Samburu,April,2016,49,NA,1.1,36.7
Samburu,May,2016,48,NA,1.1,36.7
Samburu,June,2016,48.5,NA,1.1,36.7
Samburu,July,2016,49.2,NA,1.1,36.7
Samburu,August,2016,50,NA,1.1,36.7
Samburu,September,2016,48.5,NA,1.1,36.7
Samburu,October,2016,49,NA,1.1,36.7
Samburu,November,2016,48,NA,1.1,36.7
Samburu,December,2016,50,NA,1.1,36.7
Taita Taveta,January,2016,39,90,-3.40457,38.36616
Taita Taveta,February,2016,39.1,90.1,-3.40457,38.36616
Taita Taveta,March,2016,39,90.6,-3.40457,38.36616
Taita Taveta,April,2016,39,90.6,-3.40457,38.36616
Taita Taveta,May,2016,39.2,91.2,-3.40457,38.36616
Taita Taveta,June,2016,40.2,92.1,-3.40457,38.36616
Taita Taveta,July,2016,40.2,92.8,-3.40457,38.36616
Taita Taveta,August,2016,40.9,92.8,-3.40457,38.36616
Taita Taveta,September,2016,41,93,-3.40457,38.36616
Taita Taveta,October,2016,41,93,-3.40457,38.36616
Taita Taveta,November,2016,41,92.5,-3.40457,38.36616
Taita Taveta,December,2016,41,92.5,-3.40457,38.36616
Tana River,January,2016,39.17,NA,-1.18902,39.83223
Tana River,February,2016,39.38,NA,-1.18902,39.83223
Tana River,March,2016,38.35,NA,-1.18902,39.83223
Tana River,April,2016,40,NA,-1.18902,39.83223
Tana River,May,2016,41.67,NA,-1.18902,39.83223
Tana River,June,2016,42,NA,-1.18902,39.83223
Tana River,July,2016,49.54,NA,-1.18902,39.83223
Tana River,August,2016,53.35,NA,-1.18902,39.83223
Tana River,September,2016,54,NA,-1.18902,39.83223
Tana River,October,2016,58,NA,-1.18902,39.83223
Tana River,November,2016,50,NA,-1.18902,39.83223
Tana River,December,2016,50,NA,-1.18902,39.83223
Tharaka Nithi,January,2016,32,NA,-0.15708,37.97344
Tharaka Nithi,February,2016,28,NA,-0.15708,37.97344
Tharaka Nithi,March,2016,23,NA,-0.15708,37.97344
Tharaka Nithi,April,2016,25,NA,-0.15708,37.97344
Tharaka Nithi,May,2016,27,NA,-0.15708,37.97344
Tharaka Nithi,June,2016,29,NA,-0.15708,37.97344
Tharaka Nithi,July,2016,32,NA,-0.15708,37.97344
Tharaka Nithi,August,2016,33,NA,-0.15708,37.97344
Tharaka Nithi,September,2016,34,NA,-0.15708,37.97344
Tharaka Nithi,October,2016,38,NA,-0.15708,37.97344
Tharaka Nithi,November,2016,40,NA,-0.15708,37.97344
Tharaka Nithi,December,2016,41,NA,-0.15708,37.97344
Turkana,January,2016,81,114,3.70367,34.87184
Turkana,February,2016,75,122,3.70367,34.87184
Turkana,March,2016,76,NA,3.70367,34.87184
Turkana,April,2016,84,120,3.70367,34.87184
Turkana,May,2016,84,134,3.70367,34.87184
Turkana,June,2016,75,150,3.70367,34.87184
Turkana,July,2016,75,123,3.70367,34.87184
Turkana,August,2016,69,113,3.70367,34.87184
Turkana,September,2016,71,118,3.70367,34.87184
Turkana,October,2016,73,138,3.70367,34.87184
Turkana,November,2016,74,129,3.70367,34.87184
Turkana,December,2016,77,131,3.70367,34.87184
Wajir,January,2016,50,NA,1.75047,40.0595
Wajir,February,2016,51,NA,1.75047,40.0595
Wajir,March,2016,53,NA,1.75047,40.0595
Wajir,April,2016,53,NA,1.75047,40.0595
Wajir,May,2016,51,NA,1.75047,40.0595
Wajir,June,2016,51,NA,1.75047,40.0595
Wajir,July,2016,50,NA,1.75047,40.0595
Wajir,August,2016,50,NA,1.75047,40.0595
Wajir,September,2016,51,NA,1.75047,40.0595
Wajir,October,2016,50,NA,1.75047,40.0595
Wajir,November,2016,52,NA,1.75047,40.0595
Wajir,December,2016,52,NA,1.75047,40.0595
West Pokot,January,2016,31,71,1.25225,35.09099
West Pokot,February,2016,31,73,1.25225,35.09099
West Pokot,March,2016,33,79,1.25225,35.09099
West Pokot,April,2016,36,81,1.25225,35.09099
West Pokot,May,2016,39,85,1.25225,35.09099
West Pokot,June,2016,40,87,1.25225,35.09099
West Pokot,July,2016,46,84,1.25225,35.09099
West Pokot,August,2016,39,77,1.25225,35.09099
West Pokot,September,2016,33,70,1.25225,35.09099
West Pokot,October,2016,31,81,1.25225,35.09099
West Pokot,November,2016,32,82,1.25225,35.09099
West Pokot,December,2016,35,95,1.25225,35.09099
Baringo,January,2015,42,104,0.46975,35.97937
Baringo,February,2015,47,107,0.46975,35.97937
Baringo,March,2015,38,112,0.46975,35.97937
Baringo,April,2015,42,105,0.46975,35.97937
Baringo,May,2015,45,106,0.46975,35.97937
Baringo,June,2015,45,113,0.46975,35.97937
Baringo,July,2015,44,105,0.46975,35.97937
Baringo,August,2015,46,102,0.46975,35.97937
Baringo,September,2015,41,102,0.46975,35.97937
Baringo,October,2015,37,103,0.46975,35.97937
Baringo,November,2015,39,94,0.46975,35.97937
Baringo,December,2015,41,101,0.46975,35.97937
Embu,January,2015,36,72,-0.87239,37.23352
Embu,February,2015,36,75,-0.87239,37.23352
Embu,March,2015,34,87,-0.87239,37.23352
Embu,April,2015,36,99,-0.87239,37.23352
Embu,May,2015,37,86,-0.87239,37.23352
Embu,June,2015,38,89,-0.87239,37.23352
Embu,July,2015,35,66,-0.87239,37.23352
Embu,August,2015,34,72,-0.87239,37.23352
Embu,September,2015,32,76,-0.87239,37.23352
Embu,October,2015,26,67,-0.87239,37.23352
Embu,November,2015,33,85,-0.87239,37.23352
Embu,December,2015,NA,NA,-0.87239,37.23352
Garissa,January,2015,65,NA,-0.45671,39.64047
Garissa,February,2015,65,NA,-0.45671,39.64047
Garissa,March,2015,65,NA,-0.45671,39.64047
Garissa,April,2015,65,NA,-0.45671,39.64047
Garissa,May,2015,60,NA,-0.45671,39.64047
Garissa,June,2015,50,NA,-0.45671,39.64047
Garissa,July,2015,50,NA,-0.45671,39.64047
Garissa,August,2015,50,NA,-0.45671,39.64047
Garissa,September,2015,50,NA,-0.45671,39.64047
Garissa,October,2015,50,NA,-0.45671,39.64047
Garissa,November,2015,50,NA,-0.45671,39.64047
Garissa,December,2015,50,NA,-0.45671,39.64047
Isiolo,January,2015,45,89,0.35,37.5833
Isiolo,February,2015,50,90,0.35,37.5833
Isiolo,March,2015,50,90,0.35,37.5833
Isiolo,April,2015,51,90,0.35,37.5833
Isiolo,May,2015,51,90,0.35,37.5833
Isiolo,June,2015,51,91,0.35,37.5833
Isiolo,July,2015,52,91,0.35,37.5833
Isiolo,August,2015,52,91,0.35,37.5833
Isiolo,September,2015,52,91,0.35,37.5833
Isiolo,October,2015,53,92,0.35,37.5833
Isiolo,November,2015,53,92,0.35,37.5833
Isiolo,December,2015,53,92,0.35,37.5833
Kajiado,January,2015,41.1,87.3,-1.84592,36.78918
Kajiado,February,2015,40.2,81.9,-1.84592,36.78918
Kajiado,March,2015,41.5,82.2,-1.84592,36.78918
Kajiado,April,2015,41,85,-1.84592,36.78918
Kajiado,May,2015,44,90,-1.84592,36.78918
Kajiado,June,2015,50,95,-1.84592,36.78918
Kajiado,July,2015,50,96,-1.84592,36.78918
Kajiado,August,2015,46,91,-1.84592,36.78918
Kajiado,September,2015,48,94,-1.84592,36.78918
Kajiado,October,2015,50,96,-1.84592,36.78918
Kajiado,November,2015,51.25,96.67,-1.84592,36.78918
Kajiado,December,2015,48.33,91.07,-1.84592,36.78918
Kilifi,January,2015,33.9,83.1,-3.6333,39.85
Kilifi,February,2015,37.5,87.4,-3.6333,39.85
Kilifi,March,2015,37.7,86.1,-3.6333,39.85
Kilifi,April,2015,37,88.9,-3.6333,39.85
Kilifi,May,2015,36,93,-3.6333,39.85
Kilifi,June,2015,36,95,-3.6333,39.85
Kilifi,July,2015,34,96,-3.6333,39.85
Kilifi,August,2015,35,96,-3.6333,39.85
Kilifi,September,2015,35,91,-3.6333,39.85
Kilifi,October,2015,38,87,-3.6333,39.85
Kilifi,November,2015,37,88,-3.6333,39.85
Kilifi,December,2015,37,88,-3.6333,39.85
Kitui,January,2015,29,69,-1.36648,38.01201
Kitui,February,2015,29,71,-1.36648,38.01201
Kitui,March,2015,30,75,-1.36648,38.01201
Kitui,April,2015,33,86,-1.36648,38.01201
Kitui,May,2015,37,90,-1.36648,38.01201
Kitui,June,2015,35,91,-1.36648,38.01201
Kitui,July,2015,37,79,-1.36648,38.01201
Kitui,August,2015,36,78,-1.36648,38.01201
Kitui,September,2015,33,74,-1.36648,38.01201
Kitui,October,2015,34,79,-1.36648,38.01201
Kitui,November,2015,33,78,-1.36648,38.01201
Kitui,December,2015,33,77,-1.36648,38.01201
Kwale,January,2015,33.59,NA,-4.28178,39.56682
Kwale,February,2015,35.2,NA,-4.28178,39.56682
Kwale,March,2015,36.5,NA,-4.28178,39.56682
Kwale,April,2015,37,NA,-4.28178,39.56682
Kwale,May,2015,38.1,NA,-4.28178,39.56682
Kwale,June,2015,40.3,NA,-4.28178,39.56682
Kwale,July,2015,40.4,NA,-4.28178,39.56682
Kwale,August,2015,35.45,NA,-4.28178,39.56682
Kwale,September,2015,32.45,NA,-4.28178,39.56682
Kwale,October,2015,33.3,NA,-4.28178,39.56682
Kwale,November,2015,35.55,NA,-4.28178,39.56682
Kwale,December,2015,35.8,NA,-4.28178,39.56682
Laikipia,January,2015,39,NA,-0.7182,36.43624
Laikipia,February,2015,36,NA,-0.7182,36.43624
Laikipia,March,2015,40,NA,-0.7182,36.43624
Laikipia,April,2015,38,NA,-0.7182,36.43624
Laikipia,May,2015,42,NA,-0.7182,36.43624
Laikipia,June,2015,42,NA,-0.7182,36.43624
Laikipia,July,2015,42,NA,-0.7182,36.43624
Laikipia,August,2015,43,NA,-0.7182,36.43624
Laikipia,September,2015,41,NA,-0.7182,36.43624
Laikipia,October,2015,38,NA,-0.7182,36.43624
Laikipia,November,2015,39,NA,-0.7182,36.43624
Laikipia,December,2015,35,NA,-0.7182,36.43624
Lamu,January,2015,30.5,84.87,-2.26754,40.90106
Lamu,February,2015,27,87.77,-2.26754,40.90106
Lamu,March,2015,28.64,89.77,-2.26754,40.90106
Lamu,April,2015,31.66,90.8,-2.26754,40.90106
Lamu,May,2015,35,95.23,-2.26754,40.90106
Lamu,June,2015,37.5,113.33,-2.26754,40.90106
Lamu,July,2015,37.5,103.33,-2.26754,40.90106
Lamu,August,2015,33.66,94.53,-2.26754,40.90106
Lamu,September,2015,30.66,94.03,-2.26754,40.90106
Lamu,October,2015,28.52,85.18,-2.26754,40.90106
Lamu,November,2015,24,89.3,-2.26754,40.90106
Lamu,December,2015,28.76,89.53,-2.26754,40.90106
Makueni,January,2015,31.76,78.08,-1.54214,37.25674
Makueni,February,2015,31,75,-1.54214,37.25674
Makueni,March,2015,30,78.5,-1.54214,37.25674
Makueni,April,2015,34,87,-1.54214,37.25674
Makueni,May,2015,35,89,-1.54214,37.25674
Makueni,June,2015,35,87,-1.54214,37.25674
Makueni,July,2015,34,81,-1.54214,37.25674
Makueni,August,2015,35,84,-1.54214,37.25674
Makueni,September,2015,34,84,-1.54214,37.25674
Makueni,October,2015,35,85,-1.54214,37.25674
Makueni,November,2015,35,92,-1.54214,37.25674
Makueni,December,2015,36,89,-1.54214,37.25674
Mandera,January,2015,66,NA,3.93842,41.85732
Mandera,February,2015,66,NA,3.93842,41.85732
Mandera,March,2015,68,NA,3.93842,41.85732
Mandera,April,2015,68,NA,3.93842,41.85732
Mandera,May,2015,65,NA,3.93842,41.85732
Mandera,June,2015,65,NA,3.93842,41.85732
Mandera,July,2015,67,NA,3.93842,41.85732
Mandera,August,2015,68,NA,3.93842,41.85732
Mandera,September,2015,65,NA,3.93842,41.85732
Mandera,October,2015,65,NA,3.93842,41.85732
Mandera,November,2015,66,NA,3.93842,41.85732
Mandera,December,2015,65,NA,3.93842,41.85732
Marsabit,January,2015,48.9,NA,2.33806,37.99164
Marsabit,February,2015,52.1,NA,2.33806,37.99164
Marsabit,March,2015,49.4,NA,2.33806,37.99164
Marsabit,April,2015,48.4,NA,2.33806,37.99164
Marsabit,May,2015,48.8,NA,2.33806,37.99164
Marsabit,June,2015,49.2,NA,2.33806,37.99164
Marsabit,July,2015,51.3,NA,2.33806,37.99164
Marsabit,August,2015,50.3,NA,2.33806,37.99164
Marsabit,September,2015,51.4,NA,2.33806,37.99164
Marsabit,October,2015,51.6,NA,2.33806,37.99164
Marsabit,November,2015,51.3,91,2.33806,37.99164
Marsabit,December,2015,51.2,89,2.33806,37.99164
Meru,January,2015,33,58,0.04998,37.65001
Meru,February,2015,28,52,0.04998,37.65001
Meru,March,2015,23,50,0.04998,37.65001
Meru,April,2015,23,54,0.04998,37.65001
Meru,May,2015,25,62,0.04998,37.65001
Meru,June,2015,30,64,0.04998,37.65001
Meru,July,2015,33,61,0.04998,37.65001
Meru,August,2015,32,64,0.04998,37.65001
Meru,September,2015,32,64,0.04998,37.65001
Meru,October,2015,32,69,0.04998,37.65001
Meru,November,2015,34,77,0.04998,37.65001
Meru,December,2015,33,73,0.04998,37.65001
Narok,January,2015,48,90,-1.08869,35.87149
Narok,February,2015,45,80,-1.08869,35.87149
Narok,March,2015,48,93,-1.08869,35.87149
Narok,April,2015,55,112,-1.08869,35.87149
Narok,May,2015,50,112,-1.08869,35.87149
Narok,June,2015,55,103,-1.08869,35.87149
Narok,July,2015,51,101,-1.08869,35.87149
Narok,August,2015,46,100,-1.08869,35.87149
Narok,September,2015,44,100,-1.08869,35.87149
Narok,October,2015,44,101,-1.08869,35.87149
Narok,November,2015,44,80,-1.08869,35.87149
Narok,December,2015,43,83,-1.08869,35.87149
Nyeri,January,2015,43,84.7,-0.4193,36.9517
Nyeri,February,2015,42.4,83.9,-0.4193,36.9517
Nyeri,March,2015,35.1,NA,-0.4193,36.9517
Nyeri,April,2015,40.5,NA,-0.4193,36.9517
Nyeri,May,2015,44,97,-0.4193,36.9517
Nyeri,June,2015,44,88,-0.4193,36.9517
Nyeri,July,2015,45,84,-0.4193,36.9517
Nyeri,August,2015,47,81,-0.4193,36.9517
Nyeri,September,2015,42,83,-0.4193,36.9517
Nyeri,October,2015,42,83,-0.4193,36.9517
Nyeri,November,2015,39,81,-0.4193,36.9517
Nyeri,December,2015,39.7,83,-0.4193,36.9517
Samburu,January,2015,48.23,NA,1.1,36.7
Samburu,February,2015,48.82,NA,1.1,36.7
Samburu,March,2015,50.82,NA,1.1,36.7
Samburu,April,2015,47.58,NA,1.1,36.7
Samburu,May,2015,48.93,NA,1.1,36.7
Samburu,June,2015,49.83,NA,1.1,36.7
Samburu,July,2015,49.17,NA,1.1,36.7
Samburu,August,2015,50.5,NA,1.1,36.7
Samburu,September,2015,49.9,NA,1.1,36.7
Samburu,October,2015,51.36,NA,1.1,36.7
Samburu,November,2015,49.63,NA,1.1,36.7
Samburu,December,2015,49,NA,1.1,36.7
Taita Taveta,January,2015,39.9,91.2,-3.40457,38.36616
Taita Taveta,February,2015,40.2,91.9,-3.40457,38.36616
Taita Taveta,March,2015,40.1,92,-3.40457,38.36616
Taita Taveta,April,2015,40,91.6,-3.40457,38.36616
Taita Taveta,May,2015,39.8,91.8,-3.40457,38.36616
Taita Taveta,June,2015,39.9,91.9,-3.40457,38.36616
Taita Taveta,July,2015,40.6,92.5,-3.40457,38.36616
Taita Taveta,August,2015,40.1,92.2,-3.40457,38.36616
Taita Taveta,September,2015,40.1,92.2,-3.40457,38.36616
